account,amount,merchant,transaction_type,location,month,day,hour,minute,weekend,account_amount_delta,account_hourly_transaction_sum,merchant_amount_delta,merchant_hourly_transaction_sum,suspected_anomaly
ACC2,29122.13,MerchantI,Purchase,San Francisco,8,5,0,40,1,-40327.84999999999,2337172.36,10769.57,3730993.71,0
ACC8,12275.71,MerchantA,Withdrawal,London,1,15,14,9,1,-42244.43,833814.04,-76177.39000000001,1452736.51,0
ACC10,32149.41,MerchantD,Purchase,San Francisco,5,23,16,11,0,-760.9299999999967,1045233.96,1912.1800000000003,1481059.57,0
ACC15,27300.28,MerchantF,Withdrawal,Tokyo,8,3,0,27,0,-64983.42,2009669.77,22368.14,3399407.89,0
ACC10,35349.97,MerchantD,Withdrawal,London,2,14,4,18,0,-10771.769999999997,844407.93,-20185.659999999996,1720586.76,0
ACC13,34907.34,MerchantF,Transfer,New York,10,1,22,2,1,33541.0,2848124.2,5169.769999999997,4017537.41,0
ACC14,86904.54,MerchantJ,Withdrawal,London,5,18,22,47,0,62195.689999999995,819984.96,-5887.180000000008,1631213.58,0
ACC14,21737.73,MerchantF,Transfer,London,5,30,15,13,0,-63624.19,436302.51,-50281.45,1277192.7,0
ACC5,4704.17,MerchantC,Purchase,San Francisco,7,3,13,51,0,-63447.42,3062426.83,-49595.590000000004,3753515.55,0
ACC11,77025.89,MerchantA,Withdrawal,Tokyo,3,26,7,24,1,-2772.8099999999977,1065127.44,44932.149999999994,1568637.38,0
ACC6,24959.12,MerchantD,Withdrawal,New York,11,3,12,44,0,-37012.19,2575489.48,-41676.42,4222091.02,0
ACC8,1478.63,MerchantE,Purchase,New York,7,4,15,1,0,-85692.34,2966167.2800000003,-85692.34,3392976.69,0
ACC11,11543.65,MerchantG,Purchase,Los Angeles,1,27,8,10,0,-5766.789999999999,850502.29,-41003.71,1895858.18,0
ACC9,67764.61,MerchantJ,Withdrawal,San Francisco,1,26,14,19,0,-6228.029999999999,1270505.58,3937.949999999997,1377958.57,0
ACC4,4687.25,MerchantF,Transfer,London,4,1,6,56,1,-31827.589999999997,2304074.52,-46561.49,3743828.89,0
ACC14,29977.03,MerchantF,Transfer,Los Angeles,1,18,23,40,0,-56608.509999999995,883329.11,16654.96,1241584.98,0
ACC2,3969.11,MerchantI,Purchase,San Francisco,3,4,20,20,1,-11750.42,2106571.79,-87674.68,2946330.44,0
ACC2,15719.53,MerchantE,Purchase,San Francisco,3,4,20,14,1,-37316.79,2106571.79,-50953.97,4507626.51,0
ACC15,28069.21,MerchantE,Withdrawal,Tokyo,8,5,19,59,1,-8324.480000000003,2340086.11,-2703.3100000000013,3912832.03,0
ACC11,17506.34,MerchantI,Purchase,New York,1,15,4,15,1,-5393.34,1110123.73,-70109.11,1355880.45,0
ACC11,96812.97,MerchantD,Withdrawal,San Francisco,7,4,2,41,0,68422.86,2823295.75,84254.89,2916893.31,0
ACC13,27308.44,MerchantE,Withdrawal,London,1,24,2,12,0,16015.98,1298776.57,8835.099999999999,1257337.52,0
ACC3,83633.8,MerchantI,Purchase,San Francisco,2,3,2,16,0,37717.39,2672321.19,81462.88,3892505.97,0
ACC6,64154.89,MerchantH,Purchase,San Francisco,5,2,22,17,0,61326.56,2772888.06,32742.61,3464276.14,0
ACC10,89419.31,MerchantI,Transfer,New York,7,4,17,46,0,10132.759999999995,2642871.11,40994.979999999996,2961132.42,0
ACC11,18547.66,MerchantA,Withdrawal,Tokyo,5,21,12,21,1,-66665.12,1065452.48,-69146.37,1564343.25,0
ACC5,88268.13,MerchantH,Transfer,Los Angeles,7,2,7,5,1,714.4800000000105,3340195.5,85343.11,4183358.7399999998,0
ACC3,87166.9,MerchantI,Purchase,Tokyo,7,1,18,32,1,64733.229999999996,2816865.77,30304.179999999993,4258817.83,0
ACC6,88857.42,MerchantG,Transfer,New York,1,21,17,29,1,-8374.020000000004,960283.57,20783.020000000004,2265147.68,0
ACC3,55478.34,MerchantJ,Purchase,San Francisco,9,5,11,50,0,41902.59,2686976.43,37567.03999999999,3558977.6,0
ACC5,7359.52,MerchantD,Withdrawal,New York,3,27,19,1,0,-57929.259999999995,1027720.44,-36102.59,1184048.56,0
ACC11,61030.73,MerchantC,Purchase,London,1,21,19,13,1,60741.23,1259805.52,1510.9100000000035,1315615.33,0
ACC7,69977.34,MerchantF,Transfer,Los Angeles,3,20,6,9,0,-1941.5899999999965,1227411.66,39202.939999999995,1659095.15,0
ACC7,88612.1,MerchantH,Purchase,Los Angeles,3,26,3,1,1,1865.9200000000128,756654.8,69414.47,1324225.95,0
ACC8,60410.38,MerchantE,Transfer,Los Angeles,3,14,1,17,0,40823.1,1006874.78,38702.899999999994,1572792.93,0
ACC1,13499.29,MerchantG,Transfer,Los Angeles,6,4,7,1,1,-35899.02,2338559.88,-35948.54,3664753.07,0
ACC13,90673.44,MerchantF,Withdrawal,San Francisco,6,2,2,27,0,84443.79000000001,2532868.79,20977.050000000003,4384617.16,0
ACC9,78714.31,MerchantE,Withdrawal,San Francisco,1,23,13,11,0,74299.48999999999,1314622.99,68874.2,1646933.59,0
ACC15,8117.01,MerchantG,Transfer,San Francisco,4,20,15,26,0,-74422.43000000001,1064822.67,-37603.2,1879478.97,0
ACC9,33589.41,MerchantH,Purchase,New York,5,31,3,40,0,-6624.039999999994,278598.56,-31059.92,672497.27,0
ACC12,40377.66,MerchantG,Withdrawal,London,1,30,14,12,0,-34719.14,743471.05,-30433.14,1648939.53,0
ACC5,56634.18,MerchantI,Withdrawal,San Francisco,4,4,10,48,0,10234.129999999997,2847814.92,-32474.29,3984360.94,0
ACC14,16905.53,MerchantF,Withdrawal,New York,3,1,7,26,0,-65102.21000000001,1907131.7,-10893.89,2909084.94,0
ACC11,83155.18,MerchantC,Purchase,Los Angeles,3,1,13,45,0,75267.76,2110368.95,14810.399999999994,3230422.59,0
ACC3,70582.8,MerchantB,Transfer,Tokyo,10,4,23,14,0,-2861.179999999993,2317457.35,-4695.800000000003,3267066.03,0
ACC2,44482.54,MerchantI,Purchase,London,1,2,2,49,0,36011.62,2700993.39,42041.45,4592448.94,0
ACC2,67513.12,MerchantI,Purchase,Tokyo,7,1,22,33,1,44011.56,2310175.53,10462.939999999995,3364936.48,0
ACC12,67342.45,MerchantE,Withdrawal,San Francisco,7,3,9,46,0,10628.979999999996,2296800.19,-26840.01000000001,4024066.21,0
ACC2,40883.94,MerchantG,Transfer,Tokyo,3,22,23,1,0,-48250.86,1626072.54,10173.740000000002,1830285.21,0
ACC3,21825.12,MerchantD,Purchase,Los Angeles,3,29,19,53,0,17040.82,596659.29,-67741.23000000001,1288548.08,0
ACC6,13490.98,MerchantC,Transfer,Tokyo,5,4,16,42,0,-35246.93000000001,2458484.1,-65095.26000000001,3364554.03,0
ACC6,11521.8,MerchantD,Purchase,Tokyo,4,27,3,30,0,9621.89,742838.56,-19912.98,1248061.39,0
ACC14,90963.26,MerchantI,Transfer,San Francisco,5,28,21,5,1,27938.359999999993,839073.5,23429.76999999999,1189517.1,0
ACC7,72504.04,MerchantD,Purchase,London,3,29,16,17,0,4335.889999999999,539457.3099999999,35100.049999999996,1602473.17,0
ACC11,6345.24,MerchantA,Transfer,Los Angeles,5,2,16,11,0,-4974.01,2406905.89,-62419.07,3763656.17,0
ACC1,15836.52,MerchantH,Withdrawal,Los Angeles,2,16,5,17,0,-7694.950000000001,1329449.96,-71621.09999999999,1919974.72,0
ACC2,64077.99,MerchantB,Purchase,New York,8,1,4,57,0,-8547.54,2381637.91,-29506.489999999998,3329173.68,0
ACC1,86964.95,MerchantF,Transfer,Tokyo,5,22,13,8,0,12475.179999999993,946632.4199999999,28313.369999999995,1627920.59,0
ACC1,81727.8,MerchantA,Transfer,San Francisco,11,5,13,33,1,19148.600000000006,3069957.58,36630.44,3597040.0100000002,0
ACC2,31303.23,MerchantG,Transfer,New York,3,18,15,25,1,26918.16,1374829.11,29359.87,1369019.13,0
ACC5,2926.85,MerchantI,Transfer,Tokyo,1,26,6,17,0,-80090.09999999999,994814.39,-44312.58,1412862.2,0
ACC4,70161.64,MerchantJ,Withdrawal,London,5,5,10,26,0,-24019.0,2205717.11,30719.909999999996,4505087.78,0
ACC14,72480.3,MerchantI,Withdrawal,San Francisco,1,13,11,12,0,33731.560000000005,1012754.26,-17009.759999999995,1490438.94,0
ACC14,42563.74,MerchantH,Transfer,Tokyo,2,17,13,2,0,-268.7300000000032,1429503.56,27327.07,1930695.33,0
ACC14,63100.91,MerchantF,Withdrawal,Tokyo,2,18,17,41,1,35318.55,949153.94,-4236.739999999991,1202074.73,0
ACC5,86553.72,MerchantC,Withdrawal,San Francisco,3,20,20,55,0,85199.89,1138855.43,51781.76,1581045.46,0
ACC8,21941.07,MerchantG,Transfer,Tokyo,11,3,8,12,0,-41946.78,3281313.2199999997,-15580.68,4812729.64,1
ACC13,99716.06,MerchantI,Withdrawal,London,6,3,21,29,1,37555.409999999996,2352970.65,97133.27,3838105.18,0
ACC3,32851.15,MerchantA,Purchase,London,11,1,12,27,0,-58661.700000000004,2090818.1400000001,1584.5200000000004,4163607.93,0
ACC2,51039.15,MerchantG,Withdrawal,Los Angeles,4,3,5,20,0,-19008.85,2849269.07,-24508.29,4118878.48,0
ACC4,78945.52,MerchantE,Purchase,Tokyo,5,20,3,51,1,76026.1,1005554.36,51564.130000000005,1380503.27,0
ACC14,61288.97,MerchantI,Withdrawal,Los Angeles,5,13,5,52,1,43635.55,904188.46,17384.300000000003,1702191.13,0
ACC15,70268.53,MerchantB,Purchase,New York,10,3,16,16,0,43548.399999999994,2513371.3,-8726.36,3926337.15,0
ACC6,24959.45,MerchantG,Purchase,New York,10,3,20,39,0,-52934.26000000001,2355550.06,-47418.479999999996,3828197.18,0
ACC6,17465.85,MerchantJ,Withdrawal,San Francisco,2,25,5,4,1,-46040.1,889307.4199999999,-82094.92000000001,1500944.49,0
ACC11,39517.57,MerchantA,Purchase,London,9,1,9,42,0,-830.6600000000035,1988700.41,10343.54,3786645.69,0
ACC2,17059.36,MerchantD,Purchase,New York,3,16,7,20,0,6218.710000000001,731460.3,-18165.86,1479186.17,0
ACC1,62530.88,MerchantB,Purchase,New York,5,18,22,43,0,-3451.3900000000067,988810.71,2316.0999999999985,1736438.97,0
ACC6,63030.56,MerchantH,Withdrawal,San Francisco,5,29,9,40,0,62819.93,997151.12,52363.17,1523640.98,0
ACC1,58761.27,MerchantC,Transfer,London,2,27,2,16,0,-40259.87,911696.51,-10064.239999999998,1132834.73,0
ACC10,86823.1,MerchantI,Transfer,San Francisco,4,3,21,58,0,39482.33000000001,2981536.27,54362.82000000001,3838105.18,0
ACC2,87501.48,MerchantG,Withdrawal,New York,1,25,0,2,0,70006.70999999999,1174364.94,10686.369999999995,2043610.49,0
ACC13,65086.07,MerchantC,Transfer,London,11,3,14,8,0,755.1599999999962,2430719.12,45276.81,4535920.89,0
ACC14,53866.12,MerchantD,Withdrawal,New York,4,14,3,51,0,34650.98,962603.69,22673.480000000003,1241271.08,0
ACC9,82448.35,MerchantC,Withdrawal,Tokyo,3,20,3,23,0,39330.33000000001,1496399.77,48328.40000000001,1639840.76,0
ACC3,60550.71,MerchantB,Transfer,London,6,5,20,54,0,-35216.38,2958395.34,-27.860000000000582,4149860.19,0
ACC12,27276.5,MerchantB,Purchase,Tokyo,4,17,14,1,0,19654.78,1314646.77,24109.63,2029421.8699999999,0
ACC14,36021.29,MerchantJ,Transfer,San Francisco,4,3,6,4,0,29786.63,2435365.15,190.54000000000087,2689739.2600000002,0
ACC15,2201.32,MerchantH,Transfer,San Francisco,4,19,14,2,0,-4907.48,944367.75,-43494.340000000004,1492271.1300000001,0
ACC6,75432.73,MerchantA,Transfer,Los Angeles,5,28,19,2,1,-7049.430000000008,1090139.51,71901.4,1713249.96,0
ACC7,38792.38,MerchantI,Transfer,Los Angeles,4,30,10,18,1,-29587.250000000007,1715855.8800000001,35736.899999999994,1279898.23,0
ACC13,91074.12,MerchantC,Withdrawal,New York,12,4,7,12,0,7985.299999999988,2713945.19,35430.56,2922529.51,0
ACC2,73996.22,MerchantB,Purchase,Tokyo,3,4,10,41,1,6405.669999999998,1752578.61,2506.220000000001,3712133.46,0
ACC4,8023.05,MerchantJ,Purchase,New York,5,14,7,56,1,-9312.68,1013751.06,-16428.84,2002223.17,0
ACC2,8206.18,MerchantB,Transfer,San Francisco,4,14,12,36,0,-50677.83,1057594.71,-39613.63,1780558.13,0
ACC10,84608.37,MerchantI,Withdrawal,New York,7,3,23,17,0,-224.72000000000116,1963107.06,37100.049999999996,4183799.88,0
ACC8,35691.83,MerchantG,Purchase,Los Angeles,6,5,12,10,0,-55312.119999999995,2808384.4,-40806.16,3553295.62,0
ACC7,97829.86,MerchantF,Purchase,San Francisco,2,16,11,22,0,78732.57,805133.3200000001,83767.11,1506638.81,0
ACC6,15016.55,MerchantI,Withdrawal,Tokyo,3,29,5,9,0,-23363.390000000003,1015524.47,5395.57,1105657.39,0
ACC15,20969.44,MerchantE,Withdrawal,San Francisco,6,5,2,29,0,-9412.030000000002,2234235.24,-977.8600000000006,4070246.1,0
ACC13,21562.95,MerchantB,Transfer,Los Angeles,4,5,14,50,0,-37265.22,2945385.25,-29938.69,3850862.52,0
ACC14,70477.41,MerchantH,Transfer,New York,2,3,4,41,0,35443.97,2388889.26,8344.0,3709278.59,0
ACC14,67948.83,MerchantF,Purchase,Tokyo,3,24,18,39,0,30664.480000000003,1613920.38,-20828.08,1153376.43,0
ACC2,39819.71,MerchantB,Withdrawal,Los Angeles,9,3,2,58,1,26057.9,3148147.35,-23147.020000000004,3731923.92,0
ACC9,8707.66,MerchantI,Withdrawal,San Francisco,1,2,9,24,0,-55368.75,2037742.56,-55448.56,3825861.41,0
ACC14,84551.98,MerchantD,Withdrawal,New York,1,18,9,1,0,70889.31999999999,778042.3,70889.31999999999,1567769.5999999999,0
ACC4,29624.06,MerchantA,Withdrawal,London,4,21,2,37,0,-57621.07000000001,1134602.68,-62609.33,1795757.14,0
ACC5,26471.51,MerchantA,Withdrawal,Tokyo,1,4,9,56,0,1821.1799999999967,3109398.75,-68269.76000000001,3598927.43,0
ACC14,30824.44,MerchantA,Purchase,New York,7,2,2,0,1,22935.73,1692333.32,-12079.710000000003,3195936.89,0
ACC8,82017.16,MerchantG,Withdrawal,Tokyo,3,1,7,47,0,61436.73,2622810.62,40225.72,4243396.26,0
ACC1,23124.31,MerchantB,Purchase,Tokyo,2,22,22,20,0,-70669.42,892953.73,-31715.279999999995,1367172.13,0
ACC15,49261.62,MerchantF,Withdrawal,Tokyo,8,2,13,3,0,-29940.139999999992,3631527.96,-14907.469999999994,4074030.69,1
ACC3,82630.49,MerchantF,Withdrawal,Tokyo,5,22,15,4,0,44957.600000000006,1238409.14,10350.960000000006,2466502.54,0
ACC12,35178.49,MerchantJ,Purchase,Tokyo,2,1,6,43,0,-27842.72,2653673.71,-16627.86,4937477.2,1
ACC2,62957.56,MerchantG,Withdrawal,London,1,29,5,37,1,344.1599999999962,1124603.5,45828.81999999999,1082537.03,0
ACC2,67807.83,MerchantF,Transfer,San Francisco,1,25,12,53,0,9091.200000000004,1449205.59,-28147.910000000003,1703518.52,0
ACC13,75932.36,MerchantC,Withdrawal,London,12,1,14,48,0,11560.669999999998,2500933.26,-20201.78,4226846.02,0
ACC6,68238.73,MerchantF,Purchase,New York,6,5,18,20,0,57148.7,1896990.28,-28909.65000000001,4315802.11,0
ACC8,42828.29,MerchantG,Withdrawal,New York,3,3,10,7,0,11085.61,2485861.11,-33179.439999999995,3914651.88,0
ACC12,83157.4,MerchantD,Transfer,New York,3,18,14,18,1,51685.549999999996,1026492.27,49138.13999999999,1603730.5899999999,0
ACC8,85821.16,MerchantF,Withdrawal,Los Angeles,4,27,8,41,0,71439.63,1040435.59,63507.32000000001,1263956.02,0
ACC1,67448.25,MerchantI,Transfer,Tokyo,2,14,6,55,0,30608.410000000003,1018843.86,5986.300000000003,1553969.06,0
ACC6,46068.7,MerchantA,Purchase,Tokyo,3,17,9,33,0,-52760.06,1644902.86,42369.969999999994,1882438.99,0
ACC2,18438.45,MerchantI,Purchase,Los Angeles,2,25,8,19,1,-36263.28,544639.9500000001,-45980.17,2001587.61,0
ACC2,91000.2,MerchantC,Transfer,Los Angeles,2,3,15,4,0,3217.520000000004,2155713.04,-6412.449999999997,4883549.13,1
ACC7,97021.01,MerchantH,Purchase,San Francisco,4,24,9,34,0,65163.31,1165734.47,31697.27999999999,1508498.97,0
ACC4,71041.99,MerchantG,Transfer,New York,2,19,1,57,1,30143.170000000006,766803.73,53552.83,1709056.47,0
ACC10,69987.46,MerchantI,Purchase,New York,3,28,21,38,0,-23781.11,1368411.89,6838.330000000009,1189517.1,0
ACC13,78850.08,MerchantI,Transfer,Los Angeles,6,3,12,48,1,53229.05,2603095.43,77058.79000000001,3133292.74,0
ACC15,54466.43,MerchantD,Withdrawal,New York,3,18,15,6,1,-12590.549999999996,970763.05,11492.370000000003,1902149.9,0
ACC1,55609.09,MerchantC,Transfer,London,1,31,3,1,0,-24761.83,960007.98,-37656.04000000001,1075153.06,0
ACC4,90828.42,MerchantH,Transfer,San Francisco,8,2,10,49,0,10862.160000000003,2858214.81,-977.3000000000029,4028260.38,0
ACC2,3861.74,MerchantI,Purchase,Tokyo,3,20,12,56,0,-49679.15,876456.9,-88785.53,1957947.96,0
ACC2,58948.39,MerchantA,Withdrawal,New York,1,22,10,30,1,-26067.039999999994,1047599.42,-27203.83,1559154.43,0
ACC2,12027.79,MerchantE,Transfer,San Francisco,5,27,12,43,1,-65223.32,1107297.99,-26251.35,1599480.76,0
ACC1,13294.8,MerchantA,Purchase,Los Angeles,5,15,14,42,0,3304.84,854063.02,-33785.18000000001,1452736.51,0
ACC12,94655.14,MerchantI,Purchase,London,4,29,19,30,1,47919.909999999996,734957.77,80360.37,1365869.67,0
ACC9,80310.08,MerchantD,Withdrawal,New York,5,16,15,33,0,41411.39,1211523.77,8840.949999999997,2139492.94,0
ACC15,84654.36,MerchantG,Purchase,Los Angeles,3,15,12,13,0,62517.15,1302142.74,20491.35,1107756.67,0
ACC8,51618.18,MerchantD,Transfer,San Francisco,4,15,17,25,1,-6886.82,1119675.99,-28809.359999999993,1404314.96,0
ACC3,24570.12,MerchantJ,Withdrawal,Tokyo,7,3,18,49,0,-23791.290000000005,1890690.63,-71626.43000000001,2850567.91,0
ACC2,30941.04,MerchantD,Purchase,New York,2,20,21,38,0,1470.6200000000026,460264.69,-60322.87,1721866.3900000001,0
ACC11,95495.06,MerchantI,Withdrawal,San Francisco,1,29,4,58,1,90725.8,1043506.41,44238.549999999996,1484678.15,0
ACC14,41436.9,MerchantB,Transfer,New York,1,28,21,40,1,40540.450000000004,839073.5,8131.620000000003,1485663.28,0
ACC7,28593.85,MerchantD,Withdrawal,Tokyo,1,3,4,53,0,18796.64,2685473.93,-3827.3100000000013,3860742.57,0
ACC5,39691.02,MerchantH,Transfer,San Francisco,10,3,2,42,0,-22868.86,1706114.2,-3572.6700000000055,4158357.4499999997,0
ACC5,49998.25,MerchantH,Purchase,San Francisco,1,3,15,49,0,30729.28,2178103.31,24191.81,3335387.53,0
ACC8,78513.86,MerchantF,Purchase,San Francisco,10,2,13,35,0,-7518.679999999993,3406183.85,4421.710000000006,4074030.69,0
ACC10,37210.97,MerchantC,Withdrawal,Los Angeles,4,13,2,28,0,-50141.67999999999,1205614.58,-33370.11,1373908.05,0
ACC12,57629.92,MerchantI,Withdrawal,Los Angeles,8,2,6,58,0,-35798.58,2095755.85,-4070.980000000003,4059267.4,0
ACC5,31281.65,MerchantG,Transfer,New York,2,14,15,48,0,19129.190000000002,1305959.25,-53269.76,2044969.54,0
ACC6,42890.74,MerchantH,Withdrawal,London,4,27,23,30,0,-12847.650000000001,771265.04,-37843.280000000006,1957257.05,0
ACC11,3387.3,MerchantH,Withdrawal,Tokyo,4,18,2,41,0,-24837.16,1239139.94,-51579.34,1219595.67,0
ACC14,38421.5,MerchantB,Withdrawal,Tokyo,11,3,13,20,0,-37864.61,2789801.4899999998,33152.81,4143366.25,0
ACC5,53004.92,MerchantC,Purchase,Los Angeles,2,2,6,51,0,43517.29,2813172.17,31000.42,4116119.61,0
ACC5,97737.88,MerchantA,Withdrawal,San Francisco,4,23,4,40,1,94634.17,1046654.77,80845.85,1618254.06,0
ACC9,70367.52,MerchantH,Withdrawal,San Francisco,5,5,14,14,0,21796.850000000006,2506684.13,5798.600000000006,4476956.2,0
ACC8,98041.84,MerchantF,Transfer,New York,5,2,8,41,0,35251.159999999996,2308172.45,37839.42999999999,3365121.71,0
ACC4,86866.31,MerchantD,Transfer,San Francisco,4,2,12,7,1,63308.659999999996,1614796.52,80992.83,2829716.81,0
ACC15,51384.45,MerchantB,Withdrawal,Tokyo,1,5,10,42,0,35951.939999999995,2402279.29,22434.819999999996,3995420.31,0
ACC14,61512.06,MerchantC,Purchase,Los Angeles,10,5,13,12,0,-19059.270000000004,2434666.2,23369.14,3404519.77,0
ACC13,88909.77,MerchantH,Purchase,San Francisco,4,1,6,2,1,33672.96000000001,2958234.96,33672.96000000001,3148044.78,0
ACC15,56949.91,MerchantB,Withdrawal,Tokyo,1,22,0,12,1,-15085.89,1555669.8,-41040.31999999999,1564952.79,0
ACC10,18635.25,MerchantE,Purchase,New York,2,26,5,43,1,-72197.21,915555.81,-27879.309999999998,1960282.9,0
ACC10,19190.49,MerchantI,Transfer,New York,6,3,15,45,1,-69348.40999999999,2800352.63,-18952.56,3601672.15,0
ACC15,47625.71,MerchantD,Withdrawal,London,1,28,16,48,1,-7571.209999999999,687430.54,38179.07,875889.01,0
ACC13,84695.25,MerchantJ,Purchase,London,5,28,21,43,1,40201.63,1326559.98,24456.989999999998,1836327.28,0
ACC3,18247.91,MerchantC,Withdrawal,New York,5,25,2,1,0,-53034.67999999999,697540.83,-22374.69,1499977.53,0
ACC14,21201.79,MerchantJ,Withdrawal,New York,9,4,22,15,0,-66580.32999999999,2225172.36,20400.23,3886106.77,0
ACC3,586.8,MerchantD,Transfer,London,4,25,0,46,0,-51716.219999999994,666105.6,-31674.34,1233620.58,0
ACC3,56965.5,MerchantJ,Withdrawal,Los Angeles,3,14,11,15,0,45790.43,1011135.26,8145.290000000001,1427527.08,0
ACC1,27224.31,MerchantF,Withdrawal,San Francisco,5,4,5,12,0,-30547.149999999998,3035414.05,-16409.91,2779637.57,0
ACC5,59068.66,MerchantF,Withdrawal,San Francisco,1,24,18,57,0,31931.030000000002,1081129.52,28439.760000000002,1153376.43,0
ACC8,59205.9,MerchantG,Withdrawal,New York,4,27,1,7,0,-39257.24,786178.72,33686.380000000005,1702487.07,0
ACC7,43168.24,MerchantH,Purchase,Tokyo,3,3,20,37,0,23348.429999999997,2061463.72,-12487.490000000005,4143747.83,0
ACC8,99491.11,MerchantE,Transfer,Los Angeles,4,15,14,0,1,48980.22,833814.04,36112.69,2112353.84,0
ACC6,63999.07,MerchantJ,Purchase,Tokyo,1,27,2,6,0,13659.220000000001,1333647.3499999999,13659.220000000001,977872.78,0
ACC9,92042.61,MerchantD,Withdrawal,San Francisco,3,29,22,48,0,54436.28,810167.5,35575.81,1558988.06,0
ACC6,71444.41,MerchantE,Purchase,Los Angeles,10,3,6,27,0,58856.350000000006,2304153.83,445.1200000000099,3692535.4699999997,0
ACC15,16527.71,MerchantH,Transfer,London,9,4,8,46,0,-51614.530000000006,1923014.57,-51614.530000000006,4345278.52,0
ACC14,17708.2,MerchantE,Withdrawal,San Francisco,7,4,9,54,0,-29557.98,2054615.98,-72821.06,3644339.23,0
ACC12,94273.19,MerchantJ,Purchase,Los Angeles,10,4,0,31,0,65075.37,2799593.81,91359.87,3437850.63,0
ACC7,75724.56,MerchantF,Withdrawal,London,12,3,16,36,1,15531.739999999998,2071938.83,15531.739999999998,3386070.0100000002,0
ACC13,5382.31,MerchantH,Purchase,Tokyo,3,19,13,2,1,-4099.249999999999,1144209.22,-20764.26,1930468.79,0
ACC4,66322.06,MerchantD,Transfer,New York,1,22,21,18,1,51514.13,1071809.61,51514.13,1397181.1400000001,0
ACC4,61291.78,MerchantG,Purchase,Tokyo,9,4,4,34,0,-11035.100000000006,2223455.75,-13384.970000000001,3516397.92,0
ACC3,37717.96,MerchantB,Purchase,San Francisco,2,26,8,53,1,-970.2900000000009,1284882.98,-55230.79,1734072.55,0
ACC8,3596.41,MerchantJ,Transfer,London,2,25,18,25,1,3366.3799999999997,1033174.53,-35096.729999999996,957105.31,0
ACC13,36216.23,MerchantI,Withdrawal,New York,1,4,16,20,0,-12120.93,2530249.62,34180.15,3628330.66,0
ACC4,25199.31,MerchantI,Purchase,New York,1,3,17,4,0,-24086.69,1763147.6800000002,9941.710000000001,3483031.91,0
ACC2,26167.26,MerchantI,Purchase,London,3,4,16,29,1,-13371.939999999999,2973106.86,-60315.78,3628330.66,0
ACC2,34919.88,MerchantG,Withdrawal,Tokyo,6,1,13,16,0,-38124.89000000001,3287074.64,31946.789999999997,4182811.64,0
ACC1,64055.51,MerchantD,Withdrawal,Tokyo,4,30,2,49,1,2437.959999999999,999480.57,3625.029999999999,1452859.78,0
ACC3,69702.41,MerchantH,Transfer,London,5,2,20,47,0,65109.55,2449388.53,7807.5,3048512.5,0
ACC14,20326.36,MerchantB,Transfer,New York,4,4,21,22,0,-18900.519999999997,2790564.87,-57963.81999999999,3892005.46,0
ACC9,44496.49,MerchantG,Purchase,New York,10,1,22,6,1,-27533.450000000004,1889208.49,2990.7599999999948,3355720.17,0
ACC9,5891.94,MerchantH,Purchase,London,12,2,16,6,1,-71360.84999999999,2587259.13,3970.7299999999996,2789414.17,0
ACC2,7149.91,MerchantH,Withdrawal,Tokyo,6,1,1,48,0,-44533.81,2934384.53,-64410.09999999999,2979653.7399999998,0
ACC7,62893.83,MerchantE,Withdrawal,London,3,31,16,55,0,26917.700000000004,682362.87,52367.11,996191.03,0
ACC12,87430.2,MerchantI,Purchase,Tokyo,9,4,15,18,0,72914.19,2039720.66,61237.899999999994,3863421.12,0
ACC9,17237.73,MerchantD,Transfer,London,1,15,2,11,1,3468.369999999999,923784.49,-52985.7,1167843.58,0
ACC11,72742.15,MerchantG,Transfer,Los Angeles,10,5,7,21,0,-8982.690000000002,2896435.14,39957.2,3689307.65,0
ACC9,25667.53,MerchantA,Withdrawal,New York,9,2,19,8,1,-53324.770000000004,2160143.32,-17601.770000000004,3580710.12,0
ACC1,38605.0,MerchantB,Transfer,Tokyo,4,19,17,21,0,-52960.06,1173290.67,-21838.75,1490610.72,0
ACC2,10592.73,MerchantD,Withdrawal,New York,9,2,3,45,1,6340.58,2356102.67,-51347.869999999995,3550564.54,0
ACC8,47586.35,MerchantE,Withdrawal,London,1,23,19,34,0,11675.54,1423878.73,-22714.15,1269201.23,0
ACC11,25527.21,MerchantE,Transfer,London,1,2,16,14,0,-24865.39,2406905.89,-47461.51,2886645.84,0
ACC13,25707.63,MerchantE,Transfer,San Francisco,1,25,18,56,0,-30213.399999999998,993602.81,-67568.4,1862429.43,0
ACC8,80869.07,MerchantC,Purchase,Tokyo,10,5,16,27,0,36415.72000000001,2065844.54,-18337.01999999999,3525238.2600000002,0
ACC10,41901.08,MerchantI,Purchase,Los Angeles,1,28,16,13,1,-25590.729999999996,1007274.2899999999,-17120.96,1283435.0,0
ACC8,58396.87,MerchantJ,Transfer,Tokyo,2,16,5,34,0,-26091.439999999995,1056537.78,9794.780000000006,1341459.14,0
ACC7,99099.21,MerchantE,Transfer,San Francisco,8,2,21,47,0,34023.83000000001,2819763.48,34023.83000000001,4215380.79,0
ACC12,27453.79,MerchantF,Withdrawal,London,5,22,21,22,0,-47288.79,1221254.71,-52909.560000000005,1805061.5,0
